review_id,date,product,rating,review_text
374,2026-01-05,Sunscreen SPF50,5,"Great value for the price, will rebuy."
375,2026-03-26,Hydrating Cream,1,"Broke me out badly, the formula feels cheap."
376,2026-03-14,Hydrating Cream,4,"Great value for the price, will rebuy."
377,2026-05-12,Sunscreen SPF50,4,The team was so helpful when I asked about ingredients.
378,2026-05-16,Vitamin C Serum,4,"Worth every dollar, does more than pricier brands."
379,2026-06-28,Hydrating Cream,2,Package was damaged and leaking on arrival.
380,2026-01-27,Retinol Night Oil,4,"My skin feels amazing after two weeks, great quality."
381,2026-02-08,Retinol Night Oil,5,The team was so helpful when I asked about ingredients.
382,2026-05-05,Hydrating Cream,5,"Worth every dollar, does more than pricier brands."
383,2026-01-01,Retinol Night Oil,4,Customer support replied in minutes and solved it.
384,2026-01-09,Hydrating Cream,2,Way too expensive compared to similar serums.
385,2026-02-17,Gentle Cleanser,5,Delivery was quick and the package was intact.
386,2026-04-27,Gentle Cleanser,5,Delivery was quick and the package was intact.
387,2026-06-21,Gentle Cleanser,4,Customer support replied in minutes and solved it.
388,2026-03-14,Hydrating Cream,5,"Great value for the price, will rebuy."
389,2026-05-17,Sunscreen SPF50,5,"My skin feels amazing after two weeks, great quality."
390,2026-01-13,Sunscreen SPF50,4,"My skin feels amazing after two weeks, great quality."
391,2026-03-26,Retinol Night Oil,2,"Broke me out badly, the formula feels cheap."
392,2026-01-09,Vitamin C Serum,1,"Stopped working after a week, disappointed."
393,2026-02-19,Vitamin C Serum,5,The team was so helpful when I asked about ingredients.
394,2026-05-09,Gentle Cleanser,5,Texture is lovely and it actually works.
395,2026-04-25,Vitamin C Serum,2,"Overpriced for what you get, not worth it."
396,2026-05-07,Hydrating Cream,5,"Arrived two days early, super fast shipping."
397,2026-06-14,Retinol Night Oil,5,Customer support replied in minutes and solved it.
398,2026-05-02,Gentle Cleanser,1,"Overpriced for what you get, not worth it."
399,2026-06-24,Retinol Night Oil,5,"Arrived two days early, super fast shipping."
400,2026-03-22,Sunscreen SPF50,4,"Worth every dollar, does more than pricier brands."
401,2026-03-05,Retinol Night Oil,2,"Broke me out badly, the formula feels cheap."
402,2026-03-28,Retinol Night Oil,1,Support was rude and refused a refund.
403,2026-02-10,Gentle Cleanser,2,Way too expensive compared to similar serums.
404,2026-06-06,Sunscreen SPF50,1,Package was damaged and leaking on arrival.
405,2026-02-19,Vitamin C Serum,2,"Took three weeks to arrive, way too slow."
406,2026-02-28,Retinol Night Oil,2,Emailed support twice and got no reply.
407,2026-06-11,Hydrating Cream,4,"Great value for the price, will rebuy."
408,2026-06-05,Sunscreen SPF50,2,"Overpriced for what you get, not worth it."
409,2026-01-31,Sunscreen SPF50,2,Way too expensive compared to similar serums.
410,2026-03-20,Vitamin C Serum,5,Texture is lovely and it actually works.
411,2026-06-23,Gentle Cleanser,5,The team was so helpful when I asked about ingredients.
412,2026-05-24,Gentle Cleanser,5,The team was so helpful when I asked about ingredients.
413,2026-06-21,Vitamin C Serum,5,Customer support replied in minutes and solved it.
414,2026-01-09,Vitamin C Serum,4,The team was so helpful when I asked about ingredients.
415,2026-04-01,Sunscreen SPF50,1,"Stopped working after a week, disappointed."
416,2026-05-05,Hydrating Cream,2,Way too expensive compared to similar serums.
417,2026-03-02,Gentle Cleanser,1,Package was damaged and leaking on arrival.
418,2026-05-22,Hydrating Cream,4,"Arrived two days early, super fast shipping."
419,2026-03-06,Hydrating Cream,5,"Arrived two days early, super fast shipping."
420,2026-05-07,Vitamin C Serum,5,"My skin feels amazing after two weeks, great quality."
